family_code,family_desc,sub_family_code,sub_family_desc,type_code,type_group_desc,type_desc,service_detail_code,complete_desc,service_desc,ippf_code
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6014,Other SRH medical,COS - Family Health,31,Family Health -  Diabetes Screening,NON SRH Medical Specialties - Diagnostic Test/Exam,373601431
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6015,Other SRH medical,COS - Family Health,31,Family Health -  Urinalysis,NON SRH Medical Specialties - Diagnostic Test/Exam,373601531
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6016,Other SRH medical,COS - Family Health,31,Family Health -  Cholesterol screening,NON SRH Medical Specialties - Diagnostic Test/Exam,373601631
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6017,Other SRH medical,COS - Family Health,29,Family Health -  Nutrition Counseling,SRH (Non Contraception) Service Specific Counselling,373601729
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6018,Other SRH medical,COS - Family Health,29,Family Health -  Diet/Weight Control Counseling,SRH (Non Contraception) Service Specific Counselling,373601829
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6019,Other SRH medical,COS - Family Health,99,Family Health - Other/Generic Services,NON SRH Medical Specialties - Generic Services,373601999
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6210,Other SRH medical,COS - Geriatrics,00,ALL GERIATRICS,Control Account - Total,373621000
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6211,Other SRH medical,COS - Geriatrics,30,Geriatrics - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),373621130
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6212,Other SRH medical,COS - Geriatrics,31,Geriatrics - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,373621231
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6213,Other SRH medical,COS - Geriatrics,32,Geriatrics - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,373621332
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6319,Other SRH medical,COS - Geriatrics,99,Geriatrics - Other/Generic Services,NON SRH Medical Specialties - Generic Services,373631999
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6410,Other SRH medical,COS - Pediatrics,00,ALL PEDIATRICS,Control Account - Total,373641000
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6411,Other SRH medical,COS - Pediatrics,30,Pediatrics - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),373641130
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6412,Other SRH medical,COS - Pediatrics,31,Pediatrics - Diagnostic - Neonatal Screening (at Birth),NON SRH Medical Specialties - Diagnostic Test/Exam,373641231
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6413,Other SRH medical,COS - Pediatrics,31,Pediatrics - Diagnostic - Well Baby Care / Infant Health Check,NON SRH Medical Specialties - Diagnostic Test/Exam,373641331
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6414,Other SRH medical,COS - Pediatrics,32,Pediatrics - Therapy / Treatment - Nutrition,NON SRH Medical Specialties - Therapy / Treatment,373641432
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6415,Other SRH medical,COS - Pediatrics,32,Pediatrics - Therapy / Treatment - Immunization,NON SRH Medical Specialties - Therapy / Treatment,373641532
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6416,Other SRH medical,COS - Pediatrics,32,Pediatrics - Therapy / Treatment - Oral rehydration (ORT/ORS),NON SRH Medical Specialties - Therapy / Treatment,373641632
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6417,Other SRH medical,COS - Pediatrics,32,Pediatrics - Therapy / Treatment - Neonatal Intensive Care,NON SRH Medical Specialties - Therapy / Treatment,373641732
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6418,Other SRH medical,COS - Pediatrics,33,Pediatrics - Surgery - Circumcision,NON SRH Medical Specialties - Surgery,373641833
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6419,Other SRH medical,COS - Pediatrics,99,Pediatrics - Other/Generic Services,NON SRH Medical Specialties - Generic Services,373641999
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6610,Other SRH medical,COS - Physical Med & Rehab,00,ALL PHYSICAL MEDICINE & REHABILITATION,Control Account - Total,373661000
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6611,Other SRH medical,COS - Physical Med & Rehab,30,Physical Medicine & Rehabilitation - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),373661130
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6612,Other SRH medical,COS - Physical Med & Rehab,31,Physical Medicine & Rehabilitation - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,373661231
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6613,Other SRH medical,COS - Physical Med & Rehab,32,Physical Medicine & Rehabilitation - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,373661332
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6614,Other SRH medical,COS - Physical Med & Rehab,33,Physical Medicine & Rehabilitation - Surgery,NON SRH Medical Specialties - Surgery,373661433
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6619,Other SRH medical,COS - Physical Med & Rehab,99,Physical Medicine & Rehabilitation - Other/Generic Services,NON SRH Medical Specialties - Generic Services,373661999
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6710,Other SRH medical,COS - Preventive Medicine,00,ALL PREVENTIVE MEDICINE,Control Account - Total,373671000
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6711,Other SRH medical,COS - Preventive Medicine,30,Preventive Medicine - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),373671130
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6712,Other SRH medical,COS - Preventive Medicine,31,Preventive Medicine - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,373671231
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6719,Other SRH medical,COS - Preventive Medicine,99,Preventive Medicine - Other/Generic Services,NON SRH Medical Specialties - Generic Services,373671999
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6810,Other SRH medical,COS - Emergency Medicine,00,ALL EMERGENCY MEDICINE,Control Account - Total,373681000
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6811,Other SRH medical,COS - Emergency Medicine,31,Emergency Medicine - Evaluation,NON SRH Medical Specialties - Diagnostic Test/Exam,373681131
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6812,Other SRH medical,COS - Emergency Medicine,32,Emergency Medicine - Initial Treatment,NON SRH Medical Specialties - Therapy / Treatment,373681232
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6813,Other SRH medical,COS - Emergency Medicine,33,Emergency Medicine - Emergency Surgery,NON SRH Medical Specialties - Surgery,373681333
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6819,Other SRH medical,COS - Emergency Medicine,99,Emergency Medicine - Other/Generic Services,NON SRH Medical Specialties - Generic Services,373681999
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6910,Other SRH medical,COS - Hospitalization,00,ALL HOSPITALIZATION,Control Account - Total,373691000
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6911,Other SRH medical,COS - Hospitalization,40,Hospitalization - Ambulatory (1 day),Hospitalization - Ambulatory,373691140
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6912,Other SRH medical,COS - Hospitalization,41,Hospitalization - Extended (>1day),Hospitalization - Extended,373691241
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6919,Other SRH medical,COS - Hospitalization,99,Hospitalization - Other/Generic Services,NON SRH Medical Specialties - Generic Services,373691999
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7000,Other SRH medical,Total Diag/Therapeutic Proced,00,ALL MEDICAL SPECIALTIES DIAGNOSTIC/THERAPEUTIC PROCEDURES,Control Account - Total,374700000
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7009,Other SRH medical,Total Diag/Therapeutic Proced,99,Medical Specialties - Diagnostic/Therapeutic Procedures - Other/Generic Services - Other/Generic Services,NON SRH Medical Specialties - Generic Services,374700999
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7010,Other SRH medical,DTP - Hematology,00,ALL HEMATOLOGY,Control Account - Total,374701000
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7011,Other SRH medical,DTP - Hematology,30,Hematology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),374701130
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7012,Other SRH medical,DTP - Hematology,31,Hematology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,374701231
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7013,Other SRH medical,DTP - Hematology,32,Hematology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,374701332
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7119,Other SRH medical,DTP - Hematology,99,Hematology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,374711999
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7210,Other SRH medical,DTP - Toxicology,00,ALL TOXICOLOGY,Control Account - Total,374721000
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7211,Other SRH medical,DTP - Toxicology,30,Toxicology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),374721130
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7212,Other SRH medical,DTP - Toxicology,31,Toxicology - Diagnostic tests,NON SRH Medical Specialties - Diagnostic Test/Exam,374721231
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7213,Other SRH medical,DTP - Toxicology,32,Toxicology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,374721332
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7319,Other SRH medical,DTP - Toxicology,99,Toxicology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,374731999
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7410,Other SRH medical,DTP - Chemical Pathology,00,ALL CHEMICAL PATHOLOGY LAB TESTS,Control Account - Total,374741000
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7411,Other SRH medical,DTP - Chemical Pathology,30,Chemical Patology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),374741130
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7412,Other SRH medical,DTP - Chemical Pathology,31,Chemical Patology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,374741231
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7519,Other SRH medical,DTP - Chemical Pathology,99,Chemical Patology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,374751999
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7610,Other SRH medical,DTP - Pathology,00,ALL PATHOLOGY LAB TESTS,Control Account - Total,374761000
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7611,Other SRH medical,DTP - Pathology,30,Pathology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),374761130
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7612,Other SRH medical,DTP - Pathology,31,Pathology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,374761231
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7719,Other SRH medical,DTP - Pathology,99,Pathology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,374771999
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7810,Other SRH medical,DTP - Microbiology,00,ALL MICROBIOLOGY,Control Account - Total,374781000
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7811,Other SRH medical,DTP - Microbiology,30,Microbiology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),374781130
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7812,Other SRH medical,DTP - Microbiology,31,Microbiology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,374781231
3,NON SRH Medical,74,Medical Specialties - Diagnostic/Therapeutic Procedures,7919,Other SRH medical,DTP - Microbiology,99,Microbiology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,374791999
3,NON SRH Medical,75,Medical Specialties - Other,8000,Other SRH medical,Total Other Medical Specialties,00,ALL MEDICAL SPECIALTIES - OTHER SERVICES,Control Account - Total,375800000
3,NON SRH Medical,75,Medical Specialties - Other,8009,Other SRH medical,Total Other Medical Specialties,99,Medical Specialties - Other Services - Other/Generic Services,NON SRH Medical Specialties - Generic Services,375800999
3,NON SRH Medical,75,Medical Specialties - Other,8010,Other SRH medical,OMS - Chiropractice,00,ALL CHIROPRACTICE,Control Account - Total,375801000
3,NON SRH Medical,75,Medical Specialties - Other,8011,Other SRH medical,OMS - Chiropractice,30,Chiropractice - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),375801130
3,NON SRH Medical,75,Medical Specialties - Other,8012,Other SRH medical,OMS - Chiropractice,32,Chiropractice - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,375801232
3,NON SRH Medical,75,Medical Specialties - Other,8019,Other SRH medical,OMS - Chiropractice,99,Chiropractice - Other/Generic Services,NON SRH Medical Specialties - Generic Services,375801999
3,NON SRH Medical,75,Medical Specialties - Other,8110,Other SRH medical,OMS - Osteophaty,00,ALL OSTEOPHATY,Control Account - Total,375811000
3,NON SRH Medical,75,Medical Specialties - Other,8111,Other SRH medical,OMS - Osteophaty,30,Osteophaty - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),375811130
3,NON SRH Medical,75,Medical Specialties - Other,8112,Other SRH medical,OMS - Osteophaty,32,Osteophaty - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,375811232
3,NON SRH Medical,75,Medical Specialties - Other,8113,Other SRH medical,OMS - Osteophaty,31,Osteophaty - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,375811331
3,NON SRH Medical,75,Medical Specialties - Other,8119,Other SRH medical,OMS - Osteophaty,99,Osteophaty - Other/Generic Services,NON SRH Medical Specialties - Generic Services,375811999
3,NON SRH Medical,75,Medical Specialties - Other,8210,Other SRH medical,OMS - Plastic Surgery,00,ALL PLASTIC SURGERY,Control Account - Total,375821000
3,NON SRH Medical,75,Medical Specialties - Other,8211,Other SRH medical,OMS - Plastic Surgery,30,Plastic Surgery - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),375821130
3,NON SRH Medical,75,Medical Specialties - Other,8212,Other SRH medical,OMS - Plastic Surgery,32,Plastic Surgery - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,375821232
3,NON SRH Medical,75,Medical Specialties - Other,8213,Other SRH medical,OMS - Plastic Surgery,33,Plastic Surgery - Surgery,NON SRH Medical Specialties - Surgery,375821333
3,NON SRH Medical,75,Medical Specialties - Other,8219,Other SRH medical,OMS - Plastic Surgery,99,Plastic Surgery - Other/Generic Services,NON SRH Medical Specialties - Generic Services,375821999
3,NON SRH Medical,75,Medical Specialties - Other,8310,Other SRH medical,OMS - Other Non SRH Med,00,ALL OTHER NON SRH MEDICAL SERVICES,Control Account - Total,375831000
3,NON SRH Medical,75,Medical Specialties - Other,8311,Other SRH medical,OMS - Other Non SRH Med,30,Other Non SRH Medical Services - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),375831130
3,NON SRH Medical,75,Medical Specialties - Other,8312,Other SRH medical,OMS - Other Non SRH Med,31,Other Non SRH Medical Services - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,375831231
3,NON SRH Medical,75,Medical Specialties - Other,8313,Other SRH medical,OMS - Other Non SRH Med,32,Other Non SRH Medical Services - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,375831332
3,NON SRH Medical,75,Medical Specialties - Other,8314,Other SRH medical,OMS - Other Non SRH Med,33,Other Non SRH Medical Services - Surgery,NON SRH Medical Specialties - Surgery,375831433
3,NON SRH Medical,75,Medical Specialties - Other,8315,Other SRH medical,OMS - Other Non SRH Med,39,Other Non SRH Medical Services - Counselling,NON SRH Medical Specialties - Service Specific Counselling,375831539
3,NON SRH Medical,75,Medical Specialties - Other,8319,Other SRH medical,OMS - Other Non SRH Med,99,Other Non SRH Medical Services - Other/Generic Services,NON SRH Medical Specialties - Generic Services,375831999
3,NON SRH Medical,80,Other NON SRH Services,9100,Other SRH medical,Total Other Non SRH Services,00,ALL OTHER NON SRH SERVICES,Control Account - Total,380910000
3,NON SRH Medical,80,Other NON SRH Services,9109,Other SRH medical,Total Other Non SRH Services,99,ALL OTHER NON SRH SERVICES - Other/Generic Services,All Other Non SRH Services - Generic Services,380910999
3,NON SRH Medical,80,Other NON SRH Services,9110,Other SRH medical,Total Sales & Rentals,00,ALL SALES & RENTALS,Control Account - Total,380911000
3,NON SRH Medical,80,Other NON SRH Services,9119,Other SRH medical,Total Sales & Rentals,99,Sales & Rentals - Other/Generic Services,All Other Non SRH Services - Generic Services,380911999
3,NON SRH Medical,81,Other NON SRH Services - Sales,9120,Other SRH medical,"Sales of Medicines, Supplies & Equipment",00,"ALL SALES OF MEDICINES, SUPPLIES AND EQUIPMENT",Sales,381912000
3,NON SRH Medical,81,Other NON SRH Services - Sales,9121,Other SRH medical,"Sales of Medicines, Supplies & Equipment",50,Sales of Medicines,Sales,381912150
3,NON SRH Medical,81,Other NON SRH Services - Sales,9122,Other SRH medical,"Sales of Medicines, Supplies & Equipment",50,Sales Medical Supplies,Sales,381912250
3,NON SRH Medical,81,Other NON SRH Services - Sales,9123,Other SRH medical,"Sales of Medicines, Supplies & Equipment",50,Sales Medical Equipment,Sales,381912350
3,NON SRH Medical,81,Other NON SRH Services - Sales,9139,Other SRH medical,"Sales of Medicines, Supplies & Equipment",99,Sales - Other/Generic Services,All Other Non SRH Services - Generic Services,381913999
3,NON SRH Medical,82,Other NON SRH Services - Rentals,9140,Other SRH medical,Rental Equipment & Infrastructure,00,ALL RENTAL OF MEDICAL EQUIPMENT / INFRASTRUCTURE,Rentals,382914000
3,NON SRH Medical,82,Other NON SRH Services - Rentals,9144,Other SRH medical,Rental Equipment & Infrastructure,50,Rental Medical Equipment ,Rentals,382914450
3,NON SRH Medical,82,Other NON SRH Services - Rentals,9145,Other SRH medical,Rental Equipment & Infrastructure,50,Rental Medical Infrastructure,Rentals,382914550
3,NON SRH Medical,82,Other NON SRH Services - Rentals,9159,Other SRH medical,Rental Equipment & Infrastructure,99,Rental Medical Equipment / Infrastructure - Other/Generic Services,Rentals,382915999
4,NON SRH Non-Medical,90,Non-Medical Products & Services,0000,Other SRH non-medical,,00,ALL NON-MEDICAL PRODUCTS AND SERVICES,Control Account - Total,490000000
4,NON SRH Non-Medical,91,Non-Medical Products & Services,9900,Other SRH non-medical,Total Other Non Medical,00,ALL OTHER NON MEDICAL PRODUCTS & SERVICES,Control Account - Total,491990000
4,NON SRH Non-Medical,91,Non-Medical Products & Services,9901,Other SRH non-medical,Total Other Non Medical,90,Other Non Medical Products & Services - Sales of IEC Materials,Other Non-Medical ,491990190
4,NON SRH Non-Medical,91,Non-Medical Products & Services,9909,Other SRH non-medical,Total Other Non Medical,99,Other Non Medical Products & Services - Other Generic Products,,491990999
4,NON SRH Non-Medical,92,Non-Medical Products & Services,9920,Other SRH non-medical,Total Other Non Medical,90,Other Non Medical Products & Services - Sales of IEC Services,,492992090
4,NON SRH Non-Medical,92,Non-Medical Products & Services,9929,Other SRH non-medical,Total Other Non Medical,99,Other Non Medical Products & Services - Other/Generic Services,All Other Non SRH Services - Generic Services,492992999
